titre,auteur,langue,genre,description,annee,source
Delphi Collected Works of Confucius - Four Books and Five Classics of Confucianism (Illustrated),Confucius,anglais,Philosophy,"The philosophy of Confucius emphasises personal and governmental morality, correctness of social relationships, justice and sincerity, which were developed into a system known as Confucianism. Confucius is traditionally credited with having authored or edited many of the Chinese classic texts including all of the Five Classics. This comprehensive eBook presents the Four Books and Five Classics of Confucianism, with numerous illustrations, rare texts appearing in digital print for the first time, informative introductions and the usual Delphi bonus material. (Version 1) * Beautifully illustrated with images relating to Confucius and the Chinese Classics * Concise introductions to the texts * Features James Legge's seminal translations * All Four Books and Five Classics of Confucianism * Includes multiple translations of the ANALECTS, including a special dual text * Excellent formatting of the texts * Includes the legendary I CHING divination text * Features three biographies - discover Confucius’ ancient world * Scholarly ordering of texts into literary genres Please visit www.delphiclassics.com to browse through our range of exciting titles CONTENTS: The Four Books GREAT LEARNING DOCTRINE OF THE MEAN ANALECTS MENCIUS The Five Classics CLASSIC OF POETRY BOOK OF DOCUMENTS BOOK OF RITES I CHING SPRING AND AUTUMN ANNALS The Biographies THE LIFE AND TEACHINGS OF CONFUCIUS by James Legge THE LIFE, LABOURS AND DOCTRINES OF CONFUCIUS by Edward Harper Parker BRIEF BIOGRAPHY: CONFUCIUS Please visit www.delphiclassics.com to browse through our range of exciting titles or to purchase this eBook as a Parts Edition of individual eBooks",2016,http://books.google.com/books?id=cu3qDAAAQBAJ&dq=book&hl=&source=gbs_api
"The Holy Bible: Book of Job, Psalms, Proverbs, Ecclesiastes, and Song of Solomon",Inconnu,anglais,Bible,Description non disponible,1876,https://play.google.com/store/books/details?id=jNqFYgLvgLYC&source=gbs_api
Oswaal ISC 10 Sample Question Papers Class 11 Accounts For 2024 Exams (Based On The Latest CISCE/ ISC Specimen Paper),Oswaal Editorial Board,anglais,Study Aids,"Description of the product: •Fresh & Relevant with Latest Typologies of the Questions •Score Boosting Insights with 500+ Questions & 1000 Concepts •Insider Tips & Techniques with On-Tips Notes, Mind Maps & Mnemonics •Exam Ready Practice with 10 Highly Probable SQPs",2023,http://books.google.com/books?id=Z0fhEAAAQBAJ&dq=book&hl=&source=gbs_api
Oswaal ICSE 10 Sample Question Papers Class 10 English-1 For 2024 Board Exam (Based On The Latest CISCE/ICSE Specimen Paper),Oswaal Editorial Board,anglais,Study Aids,"Description of the Product: •Fresh & Relevant with 2024 ICSE & ISC Specimen Paper- Fully Solved •Score Boosting Insights with 500+ Questions & 1000 Concepts •Insider Tips & Techniques with On-Tips Notes, Mind Maps & Mnemonics •Exam Ready Practice with 10 Highly Probable SQPs •Includes 2023 Board Exam Paper -Fully Solved •5 exclusive Sample Question Papers for Oswaal 360",2023,http://books.google.com/books?id=mE_gEAAAQBAJ&dq=book&hl=&source=gbs_api
Girls Can Do Journal,Karen Jean Matsko Hood,anglais,Juvenile Fiction,"This decorative journal is the perfect companion to the Girls Can Do-Activity and Coloring Book-Children’s Journal Series – Book 13. It’s a great tool for writing down your thoughts, favorite recipes, or simply keeping track of important reminders, personal notes, and special occasions. This journal is great for jotting down your own poetry and short stories, or use it to store addresses and phone numbers. Convenient to carry and beautiful to look at, Girls Can Do: A Daily Journal makes a thoughtful and unique gift!",2014,http://books.google.com/books?id=E90ZBQAAQBAJ&dq=book&hl=&source=gbs_api
Oswaal ICSE 10 Sample Question Papers Class 9 English-2 For 2024 Exam (Based On The Latest CISCE/ICSE Specimen Paper),Oswaal Editorial Board,anglais,Study Aids,"Description of the product: •Fresh & Relevant with Latest Typologies of the Questions •Score Boosting Insights with 500+ Questions & 1000 Concepts •Insider Tips & Techniques with On-Tips Notes, Mind Maps & Mnemonics •Exam Ready Practice with 10 Highly Probable SQPs",2023,http://books.google.com/books?id=BuzkEAAAQBAJ&dq=book&hl=&source=gbs_api
The Little Book of Market Myths,Kenneth L. Fisher,anglais,Business & Economics,"Boost your investment returns by dodging the most common investing mistakes In the newly updated second edition of The Little Book of Market Myths: How to Profit by Avoiding the Mistakes Everyone Else Makes, celebrated investor and Fisher Investments' founder, Executive Chairman and Co-Chief Investment Officer Ken Fisher insightfully explores many common myths costing investors dearly. Fisher provides a comprehensive guide to navigating the investment landscape more wisely, debunking widespread myths that lead to costly mistakes. This edition delves deep into the frequent missteps made by both retail and professional investors, demonstrating how a better understanding and avoidance of these pitfalls can lead to improved long-term and short-term financial gains. Fisher critically examines why popular beliefs, such as the safety of bonds over stocks, the risk-free allure of gold, and the fear of high price-to-earnings ratios, are not only misguided but could be damaging your investment portfolio. In the book, you'll: Learn why many commonly held investment beliefs are wrong and how avoiding them can enhance your financial health Gain insights into better investment decisions for both short-term gains and long-term growth Understand how to identify and correct the mistakes that could be costing you The Little Book of Market Myths equips readers with the necessary tools to identify and sidestep the pitfalls that have ensnared countless investors. Whether you're a seasoned investor or new to the world of finance, this book is an invaluable resource for anyone looking to improve their understanding of the market and make more informed investment choices.",2024,http://books.google.com/books?id=66MtEQAAQBAJ&dq=book&hl=&source=gbs_api
Val - Prequel to The Zombie Chronicles,Chrissy Peebles,anglais,Fiction,"Meet 'Val' one of the most talked about characters in The Zombie Chronicles. This is the prequel to The Zombie Chronicles completely told in Val's POV. Meet Val before she hooked up with the gang on Kelly's Island. See how she got bitten as that was never explained in the series. Watch her meet her biological parents and Dean for the first time! See how she got thrown into isolation. See the friends she traveled with on the journey to the island. Watch her make the final decision to leave Philly and journey to Ohio when her world comes crashing down around her. Meet Val and get a real feel for her character as you read her story in her POV. This is the story before the story! Prequel – VAL Book 1 – The Zombie Chronicles (FREE read!) Book 2 – Race for the Cure Book 3 – Deadly City Book 4 – Poisonous Serum Book 5 – Undead Nightmare Book 6 – Revelation Book 7 – Trepidation Book 8 – Impact Warning: Mild violence. For mature teens and young adults. Quotes The zombie apocalypse has swept in like a violent storm, and every day is a fight to survive. Yes, it’s scary, and we have no guarantees that we’ll live to see the next sunrise. But there’s nothing we can do to stop it. We just have to let it run its course and pray that the zombies rot out soon. I’m not Rambo, Supergirl, or Xena, but I can’t let worry consume me either. Just because I’m not made out of titanium, that doesn’t mean I won’t make it to the finish line. I’ve gotta stay brave and keep fighting as hard as I can and never, ever give up hope. — Val Bennett – zombie fighter & survivor I have to keep my footing, catch my breath, and keep walking the twisting path ahead. There are many huge hurdles to face. I don’t know what life holds for me, but I will survive as long as I can, and I won’t go down without a fight. — Sammy Evans – survivor & zombie fighter Humans are a rare and endangered species. Swallowing down our fear, we must fight to protect humanity at all costs. Protecting the human race must be our number one priority. We need to fight for the future we want, not the one that’s been delivered to us. Taking back our world is a fight I will never give up on. And in my opinion, that makes every zombie hunter a very special breed of warrior. — Dean Walters - survivor & zombie hunter",2015,http://books.google.com/books?id=LeOrBgAAQBAJ&dq=book&hl=&source=gbs_api
LGBTQIA+ from Napoleon Hill’s Perspective of Freedom,"Digital World,",anglais,Social Science,"Napoleon Hill was a renowned author and thinker who developed important concepts for personal and professional success. Its fundamental ideas include the importance of self-discipline, self-confidence, self-motivation, focus, persistence and positive thinking to achieve goals. He emphasized the importance of building solid relationships, dealing with challenges in a resilient way and constantly seeking personal development. In summary, Napoleon Hill's teachings highlight the need for a positive and proactive mindset, combined with diligent and strategic action, to overcome obstacles and achieve success in various areas of life. In this e-book are some general tips for applying Hill's teachings for self-confidence/positive self-image. Don't give up on your goals, even when things get difficult.",2025,http://books.google.com/books?id=0bZbEQAAQBAJ&dq=book&hl=&source=gbs_api
Property Versatility and Copredication,"David Liebesman, Ofra Magidor",anglais,Philosophy,"Nearly all properties are, to a certain extent, versatile: there are many different ways to instantiate them. Consider a light-blue scarf and a dark-blue gemstone. They share the property of being blue, despite being different kinds of objects and differing in the way in which they are blue. The key insight explored in this book is that this apparently mundane observation should be extended: many properties are considerably more versatile than theorists typically take them to be. This insight turns out to be incredibly powerful in addressing a wide range of issues in the philosophy of language, metaphysics, and beyond. One such issue is the problem of copredication. Copredication sentences such as 'Lunch was delicious but took hours' are common yet puzzling. These sentences can be true despite seemingly ascribing incompatible properties: it appears that only the food eaten can be delicious, and only the event attended can take hours. This book offers a comprehensive discussion of the problem of copredication, including a critical evaluation of extant approaches to the problem and culminating with a defence of the Property Versatility approach to copredication. In addition, the book demonstrates how Property Versatility is a powerful tool in addressing a wide range of issues beyond copredication, including the semantics of generics, the metaphysics of establishments and repeatable artworks, fictional discourse, and the nature of ambiguity, as well as a host of others.",2025,http://books.google.com/books?id=ptVcEQAAQBAJ&dq=book&hl=&source=gbs_api
Post and Telegraph Guide,Australia. Postmaster-General's Dept,anglais,Postal service,Description non disponible,1926,https://play.google.com/store/books/details?id=zjA5gJDhcgcC&source=gbs_api
Oswaal CBSE Chapterwise & Topicwise Question Bank Class 10 Science Book (For 2023 Exam),Oswaal Editorial Board,anglais,Study Aids,"KEY HIGHLIGHTS OF CBSE QUESTION BANK CLASS 10 Oswaal CBSE Question Bank Class 10 Science 2022-23 are based on latest & full syllabus The CBSE Question Bank Class 10 Science 2022-23 Includes Term 1 Exam paper 2021+Term II CBSE Sample paper+ Latest Topper Answers The CBSE Books Class 10 2022 -23 comprises Revision Notes: Chapter wise & Topic wise The CBSE Question Bank Class 10 Science 2022-23 includes Exam Questions: Includes Previous Years Board Examination questions (2013-2021) It includes CBSE Marking Scheme Answers: Previous Years’ Board Marking scheme answers (2013-2020) The CBSE Books Class 10 2022 -23 also includes New Typology of Questions: MCQs, assertion-reason, VSA ,SA & LA including case based questions The CBSE Question Bank Class 10 Science 2022-23 includes Toppers Answers: Latest Toppers’ handwritten answers sheets Exam Oriented Prep Tools Commonly Made Errors & Answering Tips to avoid errors and score improvement Mind Maps for quick learning Concept Videos for blended learning The CBSE Question Bank Class 10 Science 2022-23 includes Academically Important (AI) look out for highly expected questions for the upcoming exams Oswaal Books has been awarded as India's most significant consumer-voted award for product innovation and added to the glorious list of ""Product of the Year 2022"" Winners.(As Per The Nation Wide Survey Done By Nielsen)c",2022,http://books.google.com/books?id=zgJsEAAAQBAJ&dq=book&hl=&source=gbs_api
Monthly Labor Review,United States. Bureau of Labor Statistics,anglais,Labor,"Publishes in-depth articles on labor subjects, current labor statistics, information about current labor contracts, and book reviews.",1968,https://play.google.com/store/books/details?id=a_rYFhiWjoEC&source=gbs_api
Suzuki Viola School - Volume 8,Dr. Shinichi Suzuki,anglais,Music,"Teach viola from the popular Suzuki Viola School, Volume 8. Titles: * Three-Octave Exercises * Concerto in B-flat Minor (A. Vivaldi/D. Preuci) * Song without Words, Op. 109 (F. Mendelssohn/D. Preuci) * Advanced Shifting Exercises * Sonata in D Major (for Violin and Piano) * Sarabande (Leclair/D. Preucil) * Sonata in D Major (for Violin and Piano) * Tambourin (Leclair/D. Preucil) * Fantasia VII (G. P. Telemann/D. Preucil) * Fantasie for Viola and Orchestra (J. N. Hummel/D. Preucill) * Romanze, Op. 85 (M. Bruch/D. Preucil) * Toccata (G. Frescobaldi/G. Cassado/D. Preucil)",2005,http://books.google.com/books?id=gep2AwAAQBAJ&dq=book&hl=&source=gbs_api
Delphi Collected Works of Theophrastus (Illustrated),Theophrastus,anglais,Science,"The student and successor of Aristotle, Theophrastus of Eresus is the author of one of the most important botanical works to have survived antiquity. A polymath and enthusiast of many interests, his studies explored all aspects of human knowledge and experience, especially natural science. On a social level, Theophrastus’ famous ‘Characters’ is a collection of descriptive sketches, serving as the earliest example of character-writing and providing an engaging insight into daily life in the Hellenic world. Delphi’s Ancient Classics series provides eReaders with the wisdom of the Classical world, with both English translations and the original Greek texts. This comprehensive eBook presents Theophrastus’ collected works, with illustrations, informative introductions and the usual Delphi bonus material. (Version 1) * Beautifully illustrated with images relating to Theophrastus’ life and works * Features the collected works of Theophrastus in English translation * The complete extant Greek texts * Concise introductions to the major works * Includes Arthur F. Hort’s translation of ‘Enquiry into Plants’, previously appearing in the Loeb Classical Library * Excellent formatting of the texts * Easily locate the works you want to read with individual contents tables * Includes Theophrastus’ rare works ‘On Stones’ and ‘On Winds’, first time in digital print * Features two bonus biographies, including Diogenes Laërtius’ seminal ‘Life’ — discover Theophrastus’ ancient world * Scholarly ordering of texts into chronological order and literary genres Please note: currently there are no translations available in the public domain for ‘De Causis Plantarum’ and a few minor treatises. When more texts become available, they will be added to the eBook as a free update. Please visit www.delphiclassics.com to explore our range of Ancient Classics titles or buy the entire series as a Super Set CONTENTS: The Translations Enquiry into Plants (translated by Arthur F. Hort) On Characters (translated by R. C. Jebb) Treatise on Odours (translated by Arthur F. Hort) Concerning Weather Signs (translated by Arthur F. Hort) On Winds (translated by James G . Wood) On Stones (anonymous 1774 translation) The Greek Texts List of Greek Texts The Biographies Theophrastus by Diogenes Laërtius Theophrastus’ Life and Works by Arthur F. Hort Please visit www.delphiclassics.com to browse through our range of exciting titles",2019,http://books.google.com/books?id=BO2EDwAAQBAJ&dq=book&hl=&source=gbs_api
Handbook of Petroleum Product Analysis,James G. Speight,anglais,Science,"Introduces the reader to the production of the products in a refinery • Introduces the reader to the types of test methods applied to petroleum products, including the need for specifications • Provides detailed explanations for accurately analyzing and characterizing modern petroleum products • Rewritten to include new and evolving test methods • Updates on the evolving test methods and new test methods as well as the various environmental regulations are presented",2015,http://books.google.com/books?id=kwx9BgAAQBAJ&dq=book&hl=&source=gbs_api
"Legacy - A small town, age gap, best friend's little sister romance",Carrie Ann Ryan,anglais,Fiction,"With one scowl, I fell just that much harder for Callum Ashford—NFL star turned small town brewer. He’s not only older, but he’s my brother’s best friend. Two very important reasons I should stay away. Only two years ago, after the worst night of my life, he kissed me and I can’t keep him off my mind. When the only house available to rent in town happens to be the one across the street from him, the close proximity does its work. We can’t keep our hands off each other. Yet as the heat rises, so do feelings. He might want me, but he wants peace more. There’s a darkness within him I know he fights. Just as there are secrets his family needs to uncover. But when the danger comes full force, it won’t be from the obvious corner. No, we both have our pasts we chose to hide. And our fears. Yet when I break, he catches me. And I hope I have the strength to do the same. **Legacy is an age gap, best friend’s little sister, small town romance and the first in the Ashford Creek series featuring Callum and Felicity. Each one can be read as a complete standalone. A HEA is guaranteed!**",2026,http://books.google.com/books?id=fcxrEQAAQBAJ&dq=book&hl=&source=gbs_api
Vol 09: Optics : Adaptive Problems Book in Physics for College & High School,SATYAM SIR,anglais,Education,"This book will cover the following Chapter(s): Ray Optics Wave Optics This book contains Basic Math for Physics, Vectors, Units and Measurements. It is divided into several subtopics, where it has levelwise easy, medium and difficult problems on every subtopic. It is a collection of more than 300 Adaptive Physics Problems for IIT JEE Mains and JEE Advanced, NEET, CBSE Boards, NCERT Book, AP Physics, SAT Physics & Olympiad Level questions. Key Features of this book: Sub-topic wise Questions with detailed Solutions Each Topic has Level -1 & Level-2 Questions Chapter wise Test with Level -1 & Level-2 Difficulty NCERT/BOARD Level Questions for Practice Previous Year Questions (JEE Mains) Previous Year Questions (JEE Advanced) Previous Year Questions (NEET/ CBSE) More than 300 Questions from Each Chapter ★About Author Satyam Sir has graduated from IIT Kharagpur in Civil Engineering and has been teaching Physics for JEE Mains and Advanced for more than 8 years. He has mentored over ten thousand students and continues mentoring in regular classroom coaching. The students from his class have made into IIT institutions including ranks in top 100. The main goal of this book is to enhance problem solving ability in students. Sir is having hope that you would enjoy this journey of learning physics! In case of query, visit www.physicsfactor.com or whatsapp to our customer care number +91 7618717227",2021,http://books.google.com/books?id=fPegEAAAQBAJ&dq=book&hl=&source=gbs_api
Wild Need,Donna Grant,anglais,Fiction,"In this third thrilling story in the Chiasson series, New York Times bestselling author Donna Grant delivers a fiery tale about a man who embraces his heritage and a woman trying to escape evil. STALKED BY DEATH… Davena Arcineaux would like nothing more than to put her past of tragedy and magic behind her and stop running. Maybe even find a great guy to share her life with and start a family. But an evil Voodoo priestess who will stop at nothing to get her hands on Davena has tracked her to Lyons Point. And time has run out for Davena. FIGHTING FOR SURVIVAL… Brave, protective, Beau Chiasson was prepared to be live his life alone, but when fate puts the lovely Davena in his path, he realizes that there has been a part of him missing that only she can complete. Engaged in the biggest fight of his life, Beau must not only save the parish from evil, but also win Davena’s heart – if he can keep them both alive.",2014,http://books.google.com/books?id=ugNCDwAAQBAJ&dq=book&hl=&source=gbs_api
My First Book about the Alphabet of Fish - Amazing Animal Books - Children's Picture Books,"Molly Davidson, John Davidson",anglais,Nature,"Introduction All fish has a spinal cord, gills (which they use to breath the oxygen out of the water), and they are covered in scales. Fish have a small brain when compared to other animals.",2016,http://books.google.com/books?id=yoMIDAAAQBAJ&dq=book&hl=&source=gbs_api
Suzuki Violin School - Volume 6 (Revised),Dr. Shinichi Suzuki,anglais,Music,"The revised edition for Suzuki Violin School, Volume 6 is now available. Like the other revised violin books, the music has been edited by the International Violin Committee. Titles: * La Folia (A. Corelli/S. Suzuki) * Sonata No. 3 in F Major, HWV 370 (G. F. Handel) * Allegro (J.-H. Fiocco) * Gavotte (J. Ph. Rameau) * Sonata No. 4 in D Major, HWV 371 (G. F. Handel) Other features include: * New engravings in a more easily readable format * New editing of pieces, including bowings and fingerings * Newly edited piano accompaniment",2013,http://books.google.com/books?id=pSxtBgAAQBAJ&dq=book&hl=&source=gbs_api
LIFE,Inconnu,anglais,Non spécifié,"LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",1961,http://books.google.com/books?id=6FMEAAAAMBAJ&dq=book&hl=&source=gbs_api
Delphi Complete Works of Alexander Pope (Illustrated),Alexander Pope,anglais,Fiction,"The greatest poet of the eighteenth century deserves a place in the digital library of all lovers of poetry. Delphi Poets Series offers readers the works of literature’s finest poets, with superior formatting. This volume presents the complete poetical works of Alexander Pope, with beautiful illustrations and the usual Delphi bonus material. (Version 1) * Beautifully illustrated with images relating to Pope’s life and works * Concise introductions to the poetry and other works * Images of how the poetry books were first printed, giving your eReader a taste of the original texts * Excellent formatting of the poems * Features all three versions of the major text THE DUNCIAD, appearing for the first time in digital print * Special chronological and alphabetical contents tables for the poetry * Easily locate the poems you want to read * Includes Pope’s rare play * Features three biographies – discover Pope’s literary life * Scholarly ordering of texts into chronological order and literary genres CONTENTS: The Poetry Collections EARLY POEMS PASTORALS WINDSOR FOREST AN ESSAY ON CRITICISM POEMS, 1708–17 THE RAPE OF THE LOCK ELOISA TO ABELARD POEMS: 1718–27 THE CURLL MISCELLANIES POEMS SUGGESTED BY GULLIVER LATER POEMS EPIGRAMS AND EPITAPHS AN ESSAY ON MAN MORAL ESSAYS SATIRES THE DUNCIAD THE ILIAD THE ODYSSEY The Poems LIST OF POEMS IN CHRONOLOGICAL ORDER LIST OF POEMS IN ALPHABETICAL ORDER The Play THREE HOURS AFTER MARRIAGE by John Gay, Alexander Pope and John Arbuthnot The Biographies ALEXANDER POPE by Leslie Stephen THE AGE OF POPE by John Dennis BRIEF LIFE OF POPE by Thomas De Quincey",2013,http://books.google.com/books?id=cnEbAgAAQBAJ&dq=book&hl=&source=gbs_api
Kiera Hudson & The Origins of Cara,Tim O'Rourke,anglais,Fiction,"Trapped and at the mercy of the ferocious wolves, Kiera Hudson unravels the mysteries surrounding her supposed daughter, Cara. But as she peels back the layers of deceit, Kiera must confront a shocking reality: Cara may not be who she claims to be. As she delves deeper into the twisted truths, Kiera discovers a sinister enemy lurking in the shadows, ready to pounce on her and those she holds dear. With her fate uncertain, Kiera will risk everything to protect Cara - even if it means turning against the man she loves. Will their love survive amidst the looming darkness? Or will they be consumed by a force far more powerful than any wolf could ever be? 'Kiera Hudson & The Origins of Cara' (Kiera Hudson Vampire Detective Series Three) Book 6. 'Kiera Hudson & The Final Push' (Kiera Hudson Vampire Detective Series Three) Book 7 - Now Available! Search Terms: vampire, romance, werewolf, fantasy, horror, mystery, new adult & college romance, occult, urban, young adult fantasy, paranormal, paranormal romance, fantasy witches, shapeshifter wolf romance, dystopian, superhero fantasy ebooks, demon, werewolf romance, angels, vampire romance, young adult paranormal, paranormal new adult romance, shade of, werewolf romance, vampires, diaries, demons and devils, shapeshifter wolf romance, academy, twilight, horror, angels, saga, new adult fantasy romance, journals, coming of age, new adult, young adult, gothic, shifter, lycan, vampire books, vampire romance books, vampire and werewolf books, werewolf books, fantasy books, coming of age fantasy, genetic engineering, science fiction, mash ups, bad girlfriend, vampire girl, vampire vengeance, anti-heroes, vengeance, science fiction, science fiction books vampire, supernatural, strong female lead fantasy, strong female characters, strong female vampire, vampire romance, young adult paranormal, paranormal new",2016,http://books.google.com/books?id=UlErEQAAQBAJ&dq=book&hl=&source=gbs_api
The First and Second Books of the Kings,Inconnu,anglais,Non spécifié,Description non disponible,1870,https://play.google.com/store/books/details?id=pHrJWoosTeYC&source=gbs_api
Letts's Housekeeping and Engagements Book for 1873,Inconnu,anglais,Non spécifié,Description non disponible,1872,https://play.google.com/store/books/details?id=JPmaoYDaCFwC&source=gbs_api
Gulf Wars Big Book Gr. 5-8,Nat Reed,anglais,Education,"Find out why Iraq remains a country in turmoil with our Gulf Wars 2-book BUNDLE. Start by getting the facts about the U.S.-led Operation Desert Storm during the Persian Gulf War. Conduct a research report on the process of extracting oil to establish the motivations behind the invasion of Kuwait. Read about the invasion of Kuwait and how other countries and the UN reacted to this. Show your artistic side by designing a comic strip, poster or diorama showcasing some aspect of the war. Then, jump into the complex and controversial military operation that was the Iraq War. Complete a map activity to get a full picture of the area where these events took place. Find out about world terrorism and how the fear of weapons of mass destruction being made in Iraq escalated this conflict. Read about Operation Iraqi Freedom and how it compared to strategies during the Persian Gulf War. Each concept is paired with hands-on activities. Aligned to your State Standards and written to Bloom's Taxonomy, additional crossword, word search, comprehension quiz and answer key are also included.",2009,http://books.google.com/books?id=lhM-CQAAQBAJ&dq=book&hl=&source=gbs_api
Get Your Book Selling on Kobo,Monica Leonelle,anglais,Language Arts & Disciplines,"Written for an author, by an author, this is an unofficial definitive guide to increasing your book sales at Apple Books. It covers: What Rakuten’s global strategy can tell us about how to sell more books on Kobo How Kobo’s visibility algorithms and “Books Related” work in their store (what we know, what we don’t) What Kobo likely wants or is open to from authors it partners more deeply with Going beyond Kobo’s main store and selling books through their retailer partners Important Kobo-specific details around pre-orders, metadata, and pricing (especially international pricing) Advanced tips and tricks for working the Kobo promotions tab to help gain traction in their main store Everything we know about Kobo Plus and how it works, plus how it factors into Kobo’s other algorithms",2024,http://books.google.com/books?id=7sgDEQAAQBAJ&dq=book&hl=&source=gbs_api
Morte Darthur Sir Thomas Maloryʼs Book of King Arthur and of His Noble Knights of the Round Table by Edward Strachey,Thomas Malory,anglais,Non spécifié,Description non disponible,1870,https://play.google.com/store/books/details?id=T0bIEScU2gMC&source=gbs_api
Age of the Sorcerers Bundle: Dusk of Dragons (#6) and Shield of Dragons (#7),Morgan Rice,anglais,Young Adult Fiction,"“Has all the ingredients for an instant success: plots, counterplots, mystery, valiant knights, and blossoming relationships replete with broken hearts, deception and betrayal. It will keep you entertained for hours, and will satisfy all ages. Recommended for the permanent library of all fantasy readers.” --Books and Movie Reviews, Roberto Mattos (re The Sorcerer’s Ring) A bundle of books six and seven in Morgan Rice’s fantasy series AGE OF THE SORCERERS (DUSK OF DRAGONS and SHIELD OF DRAGONS). Here are two bestselling novels, all in one convenient file, which offer a great introduction to the AGE OF THE SORCERERS series. Over 150,000 words of reading—it also makes the perfect gift! In DUSK OF DRAGONS (Age of the Sorcerers—Book Six), Lenore leads her army for the capital, determined to avenge her mother and take it back from King Ravin. Devin, Renard, Erin and Greave each lead their own personal battles. Inside the gates, Aurelle and others aid the cause. And Grey oversees it all. What follows is shocking and unexpected, with a series of twists that turn heroes into villains and villains into heroes in the fog of war. But after a shocking twist that no one could have expected, even all of their efforts may not be enough. Will the kingdom survive? In SHIELD OF DRAGONS (Age of the Sorcerers—Book Seven), Lenore must try to restore a fractured kingdom. Hidden enemies surround her, all vying for power, while a mysterious new adversary rises in the South, requiring Erin to be dispatched on a fateful mission to stop it. All the while, Nerra and her dragons thirst for vengeance, while Lenore longs to be reunited with Devin—but a tragic twist may shatter all of their plans. Book #8 is also available!",2021,http://books.google.com/books?id=WSohEAAAQBAJ&dq=book&hl=&source=gbs_api
Financial Statistics of Institutions of Higher Education. State Data,National Center for Education Statistics,anglais,"Education, Higher",Description non disponible,1977,https://play.google.com/store/books/details?id=qR0e0RBXWqMC&source=gbs_api
"Q Tasks, 2nd Edition","Koechlin, Carol, Zwaan, Sandi",anglais,Education,"Questions and questioning are key skills in successful learning. The original Q Tasks was instrumental in showing teachers how to give students the tools they need to develop their own questions and build critical thinking and inquiry skills. This new, totally revised edition continues to nurture and advance these crucial skills, and also offers Q-task extensions that introduce digital components that facilitate collaboration and are designed to appeal to tech-savvy students. More than 100 practical, flexible exercises in this remarkable book provide a smorgasbord of choices for teachers to use to help students formulate good questions in an information-rich environment. They put the students at the centre of their own learning as they build the library and research skills that are essential to our information age. Teachers will find innovative ways to help students go beyond memorization and rote learning of facts to focus on personal understanding, and true ownership of the learning experience.",2014,http://books.google.com/books?id=5pXVBAAAQBAJ&dq=book&hl=&source=gbs_api
Publishers' Weekly,Inconnu,anglais,Non spécifié,Description non disponible,1877,https://play.google.com/store/books/details?id=h23ois1bIJMC&source=gbs_api
The Critic,Inconnu,anglais,Books,Description non disponible,1893,https://play.google.com/store/books/details?id=MEk7Z34aN6UC&source=gbs_api
The Face of Christ,Dr. H.S. Ryu,anglais,Religion,"Table of Contents Christ and His Church is going to govern God's universe through all eternity. God is going to recover and restore.* Overcomers will govern the universe throughout eternity. Jesus Christ is the Ruler of the kings of the earth. All things were created in Christ, through Christ, for Christ. Why was Jesus born to die? The grace of God leads all the way through! With Christ, character is power! Jesus is the Son of Man. The heavenly mind and nature of Christ. The Character of Jesus Christ leads to the Throne. The story of Jesus Only perfect goodness is good enough for God! May we grow and take over the place of Satan, the ruler of this world, and rule with Christ. The Church is here to show the character of Christ. Christ insists on maintaining our first love for Christ. Seeing Christ is a profound experience. May we recover our first love for Christ!",,http://books.google.com/books?id=tSBNEQAAQBAJ&dq=book&hl=&source=gbs_api
Wiley CPAexcel Exam Review 2014 Study Guide,O. Ray Whittington,anglais,Study Aids,"Everything today's CPA candidates need to pass the CPA Exam Published annually, this Regulation volume of the comprehensive four-volume paperback reviews all current AICPA content requirements in business environment and concepts. Many of the questions are taken directly from previous CPA exams. With 2,800 multiple-choice questions in all four volumes, these study guides provide all the information candidates need to master in order to pass the computerized Uniform CPA Examination. Its unique modular format helps you zero in on those areas that need more attention and organize your study program. Complete sample exam The most effective system available to prepare for the CPA exam—proven for over thirty years Timely—up-to-the-minute coverage for the computerized exam Contains all current AICPA content requirements in business environment and concepts Unique modular format—helps candidates zero in on areas that need work, organize their study program, and concentrate their efforts Comprehensive questions—over 2,800 multiple-choice questions and their solutions in the four volumes Guidelines, pointers, and tips—show how to build knowledge in a logical and reinforcing way Other titles by Whittington: Audit Sampling: An Introduction, Fifth Edition Wiley CPA Exam Review 2014 arms test-takers with detailed outlines, study guidelines, and skill-building problems to help candidates identify, focus on, and master the specific topics that need the most work.",2013,http://books.google.com/books?id=qQkLAgAAQBAJ&dq=book&hl=&source=gbs_api
